,jhk_positiveTests_cumulative,covidtracking_deaths_cumulative,covidtracking_positiveTests_cumulative,covidtracking_totalTests_cumulative,covidtracking_hospitalizedCurrently,covidtracking_hospitalizedCumulative,covidtracking_hospitalized,search_intensity,Cuebiq_Mobility,Kinsa_ObservedFever,Kinsa_ForecastFever,Kinsa_AtypicalFeverDelta,Kinsa_AnomalousFeverAbsolute,Cuebiq_StayHome,Cuebiq_Stay1Mi,Cuebiq_Stay10Mi,kinsa_DetrendedFever,cdc_ili,vir_ili,idea_ili,cdc_ili-idea,cdc_ili-vir,Apple_mobility,Twitter_RelatedTweets,google_covid,google_how long does covid last,google_anosmia,google_loss smell,google_covid-19,google_loss taste,google_loss of smell,google_chest pain,google_covid symptoms,google_sars-cov 2,google_chest tightness,google_covid nhs,google_quarantine,google_covid-19 who,google_sars-cov-2 ,google_feeling exhausted,google_nose bleed,google_feeling tired,google_joints aching,google_fever,google_runny nose,google_cough,google_dry cough,google_sore throat,google_pneumonia,gleammodel_infectious_mean_merged
2020-07-26,84073,3307.0,84073.0,1326431.0,1075.0,10199.0,10199.0,254.3450252376936,3.77335539612732,0.211194991879029,0.00044143475119921106,0.0,0.0,0.30749340325833,0.0591078257838059,0.33793243637390696,-1.135722563404158,0.7662265946008111,1.4069466569494906,6.804218541764111e-07,0.7662259141789569,-0.6407200623486795,141.05,312.0,74558.24667645179,414.9741644526486,0.0,413.0282957921933,7399.059638648893,413.7505357396139,207.47966142212826,830.1588777774333,5317.054019908444,0.0,208.44324384156909,0.0,4286.862626468184,209.93840633453289,0.0,0.0,207.3095742372141,0.0,0.0,2489.0260010312522,276.4511107643825,2496.627873371903,622.7209303849262,1452.057772580563,901.5263689453287,8349.901313693863
2020-07-27,85177,3344.0,85177.0,1344098.0,1110.0,10285.0,10285.0,287.45597606009545,3.85301957728026,0.175034798161937,0.000436303429307865,0.0,0.0,0.27299585726056697,0.0528173728244152,0.374450957442921,-1.13820981823917,0.7506916172176802,1.406525582640468,5.564806714535417e-07,0.7506910607370088,-0.6558339654227877,148.28,400.0,98671.13661376346,179.49182908193794,359.1334217518071,237.80020242130408,8936.514505541087,417.01077965713637,178.47396011208585,1071.9720205162766,6480.774029070544,0.0,180.31898032131488,0.0,4760.368072395552,178.29290308627262,535.5094731664556,178.69709936980115,177.83432826250805,0.0,0.0,3096.076034713195,535.3785027282709,1674.3350718809195,179.10191026718877,1310.0955917458234,955.9244272468976,8270.147112052153
2020-07-28,86497,3382.0,86497.0,1398733.0,1144.0,10425.0,10425.0,273.0654643867972,3.9118239616086203,0.224081821620272,0.000434240445843706,0.0,0.0,0.24142058370254302,0.0542686725763239,0.384804201724464,-1.0554898558987562,0.735774806406524,1.4058718681489093,4.447262605652158e-07,0.7357743616802634,-0.6700970617423853,157.28,439.0,104268.31274531863,181.97098477873337,0.0,242.62751068902102,8822.275515135248,182.309279479472,182.30950112177288,1458.9762914841351,6739.536821181947,0.0,183.1176696254691,0.0,4254.761277026486,367.81998169688484,182.15767100184738,0.0,182.48445405420796,183.30197322796542,0.0,3282.289142439661,182.40102154811717,1646.9113971580218,183.2637089326799,852.1345833158138,1037.3071382555804,8473.099876781325
2020-07-29,87893,3422.0,87893.0,1420837.0,1100.0,10553.0,10553.0,324.64019903620414,3.9344999964614398,0.26301538736908,0.000432036959790531,0.0,0.0,0.231299627620381,0.0531382443334208,0.386592685117582,-0.9828833512678685,0.7215269007232603,1.4050248484031154,3.497732651032884e-07,0.7215265509499952,-0.6834979476798551,160.34,427.0,102619.50570308894,430.8444595321545,187.5343648488833,185.10972175542904,8645.572833904685,187.53436482418658,188.08225323107797,987.863136803844,6408.396167947619,0.0,0.0,0.0,4688.2951364425,188.239381369107,278.0118618967616,183.2769812477797,185.65030549898026,0.0,0.0,3145.893146577273,431.76844827208265,2354.508060490177,372.1150031478823,1542.1849652499923,1299.6605614020164,8661.63366161162
2020-07-30,89626,3442.0,89626.0,1446472.0,1049.0,10678.0,10678.0,277.9317663610783,3.9140170138746697,0.134506326429122,0.000429493466344206,0.0,0.0,0.248058794365904,0.0515057826006167,0.37653398988182396,-1.0777194733257467,0.7079986387238068,1.404023858331387,2.762363286596147e-07,0.707998362487478,-0.6960252196075803,161.9,499.0,105520.49921536753,362.8140173248906,181.23783510246707,271.5038353635099,8224.515459160802,181.36876813940574,181.64986356058927,1088.9002890082802,7133.017520400955,0.0,0.0,0.0,4292.078142113918,182.3350508732637,181.63253368337587,0.0,547.4625145558183,181.01128793205638,0.0,3627.1178886670973,727.5168533534279,970.1756096194324,635.5653682961616,1270.2116913664927,1395.0634149156906,8699.942667131516
2020-07-31,91159,3489.0,91159.0,1468334.0,1024.0,10790.0,10790.0,247.91183609093608,3.9950965802583,0.152455999586936,0.000428357191230966,0.0,0.0,0.21264744484225698,0.0505305498353253,0.371512384751812,-1.0260968612858528,0.6952407589640807,1.4029082328620253,2.2873009482605015e-07,0.6952405302339858,-0.7076674738979446,180.12,872.0,91590.27335897704,194.7171068219196,194.07381714510856,195.5287664463068,7222.014792551173,0.0,292.60507764765634,520.2070565655447,4480.605658393624,0.0,0.0,0.0,3901.771118217168,0.0,0.0,0.0,195.0862461793433,389.1192180424488,0.0,2535.775799965995,389.03144611879327,1635.9090583887619,391.1058872757129,1301.4943728056105,717.5879105854774,8894.836296648578
2020-08-01,92087,3515.0,92087.0,1492903.0,1049.0,10857.0,10857.0,245.7074231454213,3.8617501067597697,0.0809520788200876,0.000426714709344841,0.0,0.0,0.274964038721502,0.055178390645636,0.35305248627638197,-1.0639278431706214,0.683304,1.401717306923331,2.118692071944496e-07,0.6833037881307928,-0.718413306923331,164.7,346.0,76785.46111024864,417.43717719489706,209.28579512257403,208.28211497153853,6492.195819183483,419.97332121742147,415.9507916263784,1115.1819420084908,5641.048077988116,0.0,209.63349387277918,0.0,3277.430733310205,0.0,209.5885847174661,0.0,209.22609993169033,0.0,0.0,4044.012971711807,348.32320331831215,1678.2404815901918,421.91030471241464,1324.8747798823426,699.0617579298995,9097.389228312964
2020-08-02,93031,3529.0,93031.0,1517546.0,1049.0,10900.0,10900.0,244.59926974995102,3.69453034166367,0.0911407595505513,0.000427734501279157,0.0,0.0,0.33359980395937605,0.0578382877715422,0.339669047247501,-1.020066223558078,0.6685250808688145,1.4017208109605686,1.7656492482562986e-07,0.6685249043038897,-0.7331957300917541,128.99,354.0,75396.06011749005,415.1045250814175,209.96676980672333,207.92952638832938,6658.056156904238,207.2071378270303,208.5798043419936,969.4303471347372,6021.819058799382,0.0,210.8463960175441,0.0,3672.3095449308107,618.0968952445278,347.06576626528334,0.0,0.0,0.0,0.0,3256.211329225299,346.9215180476082,1671.8260864592896,0.0,969.9510136330948,1042.734701402722,9443.207345003806
2020-08-03,93963,3539.0,93963.0,1535543.0,1001.0,10992.0,10992.0,223.82186431702857,3.86778302667194,0.187269516706344,0.000431080375959415,0.0,0.0,0.25885434069809804,0.0529472553334932,0.38591560281242,-0.8902645275202064,0.6535741916828773,1.4017453392212318,1.4347361113878833e-07,0.6535740482092662,-0.7481711475383545,150.7,335.0,88950.26882038363,731.5971433172422,0.0,183.7438274446846,8064.960173085329,368.36861402906425,183.50869633815518,916.0699862708093,5975.247047422493,0.0,0.0,0.0,3722.241865137151,0.0,244.5508200929639,0.0,183.9792180552744,363.39866380455766,0.0,3784.3567237766465,275.75114822464025,1409.7695634790698,183.3252633223305,977.2344018221984,1040.8223639247121,9419.448331637735
2020-08-04,95106,3570.0,95106.0,1555812.0,1038.0,11119.0,11119.0,174.69055503916596,3.89770045722122,0.159819069223254,0.00043315024494770696,0.0,0.0,0.243604278353812,0.0532884670735386,0.391587460659905,-0.8840420361212167,0.6384540125869909,1.4018119159287457,1.1376834945743685e-07,0.6384538988186415,-0.7633579033417548,154.13,391.0,87278.35588594036,176.2742317455151,0.0,172.74581695215167,7633.170371320237,346.4997376032859,347.4809907276964,1525.493212327285,5212.230257948421,0.0,177.38074516513984,0.0,2696.1217703602633,348.61833282303553,350.5848273900535,0.0,0.0,540.4938717575588,0.0,3166.742776006297,620.1875143730982,1411.9597566565728,444.7533940886672,1583.7936817149246,1118.057365099333,9543.388662509136
2020-08-05,96305,3596.0,96305.0,1574613.0,1004.0,11231.0,11231.0,154.13854949767568,3.94124297805447,0.136878481290944,0.00042952171065437203,0.0,0.0,0.223497076596599,0.0526438511115485,0.39443780208557705,-0.8733096851714468,0.6231672237259573,1.401941565306536,8.862222310508722e-08,0.6231671351037342,-0.7787743415805786,161.06,322.0,81779.05708830316,275.75646924597567,181.39403121711342,365.42999844610847,89539.67967555107,274.959829863595,182.3934894376118,1344.3171278146795,6527.545192768846,0.0,245.23252098781902,0.0,3603.505570953407,366.6260397490474,182.4701530391086,0.0,182.2282011234555,0.0,0.0,3357.8815455124372,488.72691652166293,2268.726029782217,369.3161622448747,1893.0351696965424,858.299918472955,9485.512849341403
2020-08-06,97471,3618.0,97471.0,1598039.0,979.0,11366.0,11366.0,146.69546550486953,3.94081588486944,0.14875256554879798,0.000428126956853506,0.0,0.0,0.228009252001858,0.0525147127137351,0.386436348263116,-0.827762662031513,0.6077165052445795,1.4021553115780283,6.92083154052514e-08,0.6077164360362641,-0.7944388063334488,166.58,553.0,104410.28255139932,457.5417965475474,369.67368870427515,181.98869782288742,28482.350477241216,183.71118493581986,182.9761155797213,1349.9250880290592,6187.125103082494,0.0,246.2599905630037,0.0,3432.8520429926616,555.0772053446576,184.2138534888501,0.0,184.5311497783315,185.6129906742569,0.0,3925.474116638962,458.2652303579433,1351.9169183493234,184.59872924323926,1594.6233515067543,984.2939179720113,9570.123858016601
2020-08-07,98675,3652.0,98675.0,1623095.0,956.0,11447.0,11447.0,199.9406579484502,4.00471183105592,0.11580098546834,0.000424219559309129,0.0,0.0,0.20624778041588002,0.0494665232722365,0.375024132927499,-0.8270413032298913,0.5921045372876597,1.4024741789666484,5.669970968144121e-08,0.59210448058795,-0.8103696416789887,187.07,429.0,85380.28202825878,374.15440725394166,0.0,187.73021901684658,6307.5619196414755,187.24382644962623,186.76330826383685,1061.6580488092598,6612.584759736574,0.0,282.7435814491105,0.0,2622.511148467956,187.0143963688906,372.12880391303037,0.0,187.07562151544244,188.26742425955928,0.0,2872.1858740326284,374.9614167657882,1505.527331230901,373.83866877945127,1186.5940062438597,1002.3234873978607,9553.79689270984
2020-08-08,99969,3668.0,99969.0,1644493.0,936.0,11516.0,11516.0,234.67459842547703,3.9312805666774304,0.128406702594578,0.000418959043718608,0.0,0.0,0.24631384529371203,0.0559896043966071,0.35298932296668,-0.7807626472215744,0.576334,1.402919191695821,5.22694892571685e-08,0.5763339477305107,-0.826585191695821,180.93,350.0,62685.91718354738,309.955899728327,207.69044628744896,0.0,6321.132212838122,0.0,0.0,1249.7627775549795,5131.129138366777,0.0,314.0282528344211,0.0,2773.694639381819,212.5279306819553,0.0,208.12349568456867,415.02324606235084,208.46482398706132,0.0,2637.684215483972,277.6672592060856,1393.32308950104,208.90345521047604,1666.176705542471,487.2378171626077,9726.213681850431
2020-08-09,100848,3669.0,100848.0,1668548.0,952.0,11565.0,11565.0,235.72973287133016,3.79022762616103,0.21866136029348002,0.000415025286396841,0.0,0.0,0.30339628390266304,0.0567347846912425,0.33949570575817195,-0.6568350506405926,0.5627628013736405,1.4028946634351578,4.332515846505098e-08,0.5627627580484821,-0.8401318620615172,144.01,311.0,65337.30324691728,205.2152994709715,0.0,617.1453252402081,5841.582839392647,205.97268148769606,207.530760049271,1167.7204386991025,5076.2873094616525,0.0,208.13884526409626,0.0,3160.694198489771,206.49113863947014,206.4915333318848,0.0,206.46077334823372,0.0,0.0,2884.604541393638,411.80174433217735,1794.089563636491,206.6750277872633,1305.5016004451809,826.3399899331278,9757.27022656885
