,jhk_positiveTests_cumulative,covidtracking_deaths_cumulative,covidtracking_positiveTests_cumulative,covidtracking_totalTests_cumulative,covidtracking_hospitalizedCurrently,covidtracking_hospitalizedCumulative,covidtracking_hospitalized,search_intensity,Cuebiq_Mobility,Kinsa_ObservedFever,Kinsa_ForecastFever,Kinsa_AtypicalFeverDelta,Kinsa_AnomalousFeverAbsolute,Cuebiq_StayHome,Cuebiq_Stay1Mi,Cuebiq_Stay10Mi,kinsa_DetrendedFever,cdc_ili,vir_ili,idea_ili,cdc_ili-idea,cdc_ili-vir,Apple_mobility,Twitter_RelatedTweets,google_covid,google_how long does covid last,google_anosmia,google_loss smell,google_covid-19,google_loss taste,google_loss of smell,google_chest pain,google_covid symptoms,google_sars-cov 2,google_chest tightness,google_covid nhs,google_quarantine,google_covid-19 who,google_sars-cov-2 ,google_feeling exhausted,google_nose bleed,google_feeling tired,google_joints aching,google_fever,google_runny nose,google_cough,google_dry cough,google_sore throat,google_pneumonia,gleammodel_infectious_mean_merged
2020-02-24,0,,,,,,,10.982790560130631,3.99340365756735,4.08814517078589,0.0,0.0,0.0,0.182810922141379,0.0492500284973515,0.41392678291864904,0.0,4.948955681250284,4.7387130241787565,5.4941405618280665,-0.5451848805777821,0.2102426570715279,103.06,111.0,1527.8915051745182,0.0,0.0,0.0,486.75242429525565,0.0,0.0,1094.633736400316,0.0,0.0,182.3215096650994,0.0,731.2442595048602,0.0,0.0,0.0,273.66295595162893,0.0,0.0,3170.7293116484184,275.7805178060453,3034.525299361907,368.74309680408584,1102.5143219024415,1581.8710664936148,
2020-02-25,0,,,,,,,12.385295433835068,4.03966945639808,3.8546003512284703,0.0,0.0,0.0,0.15901046865610802,0.0471322194798639,0.41602713480685705,0.0,4.855617454000272,4.66637924733141,5.395300780417316,-0.5396833264170446,0.18923820666886204,111.9,147.0,1516.974052289578,0.0,0.0,0.0,969.1618628715011,181.28354731821403,0.0,1270.8885857693879,183.41841632346288,0.0,0.0,0.0,545.7986253839279,182.8882709071916,0.0,181.60014674279972,362.8986323363497,181.32600849075502,0.0,3460.2603807317023,545.7076849861984,2297.6741009063808,545.9106825175686,1461.0370358726514,2060.5601687930757,
2020-02-26,0,,,,,,,19.32965594627992,4.05983454865708,3.6360192663431903,0.0,0.0,0.0,0.153195858365498,0.0447193986596959,0.412760796795706,0.0,4.768008090500204,4.599636607553302,5.295969646320011,-0.5279615558198074,0.16837148294690163,116.48,243.0,3065.268295899735,0.0,0.0,0.0,1057.6244311282744,0.0,0.0,880.7060004247485,264.7374961295789,0.0,176.5079600624325,0.0,1000.3316603282943,176.58153573779407,177.02827227149666,0.0,175.55967811653332,0.0,0.0,2938.589872464655,238.5284383684684,2755.1325840962663,177.54862428206937,1834.734959387556,1468.865829523855,
2020-02-27,0,,,,,,,15.937459042233408,4.07318291469274,3.2590519117073797,0.0,0.0,0.0,0.15168431115637498,0.0428215043076511,0.404563935351984,0.0,4.686752272500113,4.539292365399138,5.196150778524925,-0.5093985060248114,0.14745990710097523,124.65,300.0,3236.276083877877,0.0,181.8412841224536,0.0,1097.5525887284869,183.1931563960722,0.0,1278.3572328304704,488.1659883999956,0.0,183.61694666152985,0.0,1342.7758334275904,0.0,183.91522145976285,0.0,182.8663031339231,274.80725768811885,183.15713809485558,3111.589595221785,616.5208186082455,2673.01196605245,460.38337306508265,1041.5129017736854,1829.6770883108895,
2020-02-28,0,,,,,,,21.79316501955419,4.12240094315506,3.1264958474993394,0.0,0.0,0.0,0.143498718797712,0.0368507117012302,0.383376651516651,0.0,4.612474681750034,4.486153781423619,5.095847796020841,-0.4833731142708073,0.12632090032641496,145.94,351.0,3432.639499886183,0.0,0.0,0.0,1433.0155175226132,0.0,0.0,996.1008783908394,187.602409329045,0.0,281.8256267889453,0.0,935.3907085458857,187.0559187193346,0.0,0.0,280.6151333292504,0.0,184.6696925489383,3118.907438163795,567.9920275601818,2735.256529809869,187.7701798416581,1376.7963031390025,1494.582627675156,
2020-02-29,0,,,,,,,26.69409432603911,4.074713586371081,2.95185864191222,0.0,0.0,0.0,0.206411610586036,0.0407033723643215,0.3411753208344989,0.0,4.5458,4.441028116181443,4.9950643177965395,-0.44926431779653964,0.10477188381855651,152.6,267.0,3256.108992875387,0.0,0.0,0.0,1011.3113548353405,0.0,0.0,793.4478360910235,289.1471380517087,0.0,215.6554860328777,0.0,762.5525884389308,0.0,0.0,0.0,214.04344367497842,0.0,0.0,3540.6673400865066,756.6131807890582,2808.8716251288283,215.56529140670617,1667.069041368951,1154.9667854912254,
2020-03-01,0,,,,,,,30.628677811682035,3.9414165184282597,3.0426300739704297,0.0,0.0,0.0,0.249563128346852,0.0471640645975209,0.359552394777508,0.0,4.56671527696793,4.4457520188466235,4.896018853720337,-0.32930357675240707,0.12096325812130626,104.44,206.0,3799.692569804013,0.0,0.0,0.0,1001.3963623573036,0.0,0.0,1143.2430151411004,214.61118146160018,0.0,214.23219424806004,0.0,1073.1664461708478,0.0,0.0,0.0,428.25892205889147,214.35980539783642,0.0,3577.924219434819,217.33620062092868,2281.802879831216,0.0,1148.478213293118,1215.4393216002852,
2020-03-02,0,,,,,,,50.23850248302799,4.01108601378407,2.90711972085604,2.91250199503143,0.0,0.0,0.175675402159077,0.0470545144671326,0.412740848027584,0.0,4.627745481049561,4.460839749699662,4.797042619855375,-0.1692971388058142,0.16690573134989872,108.88,254.0,4399.722387261946,0.0,0.0,0.0,1245.7949668372114,177.05033970152527,0.0,829.6696495300437,237.5109432262795,0.0,178.61267876379523,0.0,830.9546361461504,0.0,0.0,0.0,443.25953873132596,0.0,0.0,3266.1556144963856,599.7237011159121,3078.003345176115,448.9709987748845,1552.5258159005625,1838.2492142343847,
2020-03-03,2,,,,,,,41.382152022495845,4.03509216281429,3.1288278708651203,2.8825357935573304,0.0,0.0,0.162619031829817,0.0465376765254171,0.415327992056917,0.0,4.7263171720116635,4.4876653430268085,4.6981356893241655,0.028181482687497983,0.23865182898485493,109.7,498.0,8248.117252850498,0.0,0.0,0.0,2115.426791901583,0.0,0.0,1027.4685807720314,629.2579964002674,0.0,0.0,0.0,1373.0528918934938,341.47936733974086,0.0,0.0,343.03504018301567,0.0,0.0,3604.975364025661,288.99756355347074,3993.315777092029,287.1618410388856,1496.7843189423536,1714.832311561415,
2020-03-04,2,,2.0,2.0,,,,38.89416194668173,4.0231915777254,3.3708948250626896,2.8477791567294504,0.0104610233250738,13.2048842199142,0.170616948828147,0.0463220984427366,0.413134652373766,0.0,4.859856909620992,4.5276028331143054,4.599298135249219,0.26055877437177255,0.33225407650668615,111.23,339.0,7304.025853094156,158.883436501186,161.18891942842532,0.0,2076.2667350212837,0.0,0.0,1223.1624824878004,426.12750653411456,0.0,159.48777694948308,0.0,958.5263222348747,159.9961790407819,159.29614829044309,0.0,319.25895466481387,0.0,0.0,5115.020743730709,267.4139812919534,3291.983537611116,402.7545931270038,1178.3285412864611,2128.715587936038,
2020-03-05,2,,2.0,2.0,,,,28.228592439638085,4.0295698433060405,3.45920032378439,2.80925682989788,0.0177016705178395,22.1637506564232,0.17293270271185202,0.0451231446888352,0.40596605673868397,0.0,5.0257912536443134,4.582026254248405,4.5005300307530485,0.525261222891265,0.4437649993959081,117.4,329.0,7522.427835959787,0.0,0.0,163.74003764733382,2336.779491620445,0.0,164.2876631578332,923.1353455986059,816.4776425551903,0.0,163.04692305374044,0.0,1360.6610067853485,164.49396833638272,0.0,0.0,163.29197608980618,0.0,0.0,3320.1932798083667,247.1136616229538,3850.8963582348792,491.7442798216555,1533.7983979053574,1848.925681044072,
2020-03-06,3,,2.0,2.0,,,,37.21263000155322,4.11927960058019,3.4866464084903903,2.78050779810993,0.0128814121490345,17.128250738329697,0.146582166647781,0.0377105614321081,0.38171614250864094,0.0,5.221546763848396,4.6523096407153535,4.401831448958167,0.819715314890229,0.5692371231330426,154.7,345.0,7798.691089837158,0.0,0.0,0.0,2500.076145825953,0.0,0.0,510.69168704917007,625.7856141164143,0.0,170.99642174950569,0.0,1364.7003121238067,171.07245039492034,0.0,0.0,171.32010993347083,171.03739954028953,170.71178340185972,3188.864763253644,228.75063580592374,3909.981205183284,342.97999562380693,1774.4393100377558,1078.8269611143976,
2020-03-07,5,,6.0,6.0,,,,57.86953681291425,4.07502496722511,3.83840322211914,2.74618466153228,0.0612364115923294,221.29467643120302,0.206977371313188,0.0402788688503382,0.33916937095725497,0.0,5.44455,4.7398270268013984,4.303202462987087,1.141347537012913,0.7047229731986011,150.99,360.0,7400.534571268805,0.0,0.0,0.0,2242.205087044897,0.0,0.0,1317.5484060007516,857.9448921546841,0.0,198.39761407647597,0.0,1516.910805349393,197.34237115132683,0.0,0.0,197.86149411342308,0.0,0.0,4622.554582978638,537.3016449446512,4142.355777637914,396.8935896414839,1461.6282560119814,1911.0537352245456,
2020-03-08,5,,7.0,7.0,,,,53.792140895648224,3.9263452382979898,4.08513324458267,2.7197142115108996,0.18371973670399397,955.6945371234509,0.26073858588251103,0.04732961837137001,0.352290338696911,0.0,5.67011933958497,4.739649320425331,4.2065877283707325,1.4635316112142371,0.9304700191596389,104.91,333.0,7083.707034748661,197.55185143816928,197.32296506762697,0.0,2421.889521475497,0.0,195.29849181679342,981.408824699926,917.7727912810652,0.0,197.14637178665532,0.0,1900.7371459261747,195.4610374307561,0.0,0.0,196.44631880333458,196.02075259803848,0.0,3934.0818037315034,792.7966033324287,3329.6517677970537,658.1009177984185,2370.5523400006264,2093.9957634390853,
2020-03-09,10,,12.0,12.0,,,,55.220178130249614,4.03704315769348,4.46806621541149,2.6922997454483197,0.509140532667168,2752.89461510044,0.16854017569097798,0.0444560856332692,0.40883847438741794,0.0,5.958697518131051,4.738405375792858,4.110504588590378,1.848192929540673,1.2202921423381925,114.96,575.0,14203.60053337493,329.62558484346266,0.0,164.3296728311939,4251.063239787498,0.0,163.61779180585546,1307.2301789609598,1090.9746358911814,0.0,0.0,0.0,4364.53891522385,163.6253667872644,0.0,0.0,328.57996485322644,328.52177374012587,0.0,4688.778662831073,219.46410977355882,3153.607839964466,327.90674401044504,1974.5399675771705,2016.630157191507,
2020-03-10,17,,17.0,17.0,,,,50.22887893047255,4.03540002590616,4.4320859699693,2.66343499733904,0.532166361464953,2862.80889513884,0.17092473715944398,0.0449035954730075,0.407137998889301,0.0,6.302791364344584,4.735028954647575,4.014957703026808,2.2878336613177757,1.5677624096970089,112.66,631.0,18153.33175280886,0.0,164.2461750223853,0.0,6073.26625997573,163.89436493712083,0.0,874.7658106218895,2026.6557668856906,0.0,246.16661833115543,0.0,4709.94148386838,219.0284867181683,0.0,163.7581268936681,218.9373144969314,327.38508892954525,0.0,5754.860230149545,606.2999623921306,4038.4897653872094,330.2911327108198,2311.875714619337,2953.804061621841,
2020-03-11,23,,22.0,22.0,,,,77.02946083708213,4.05532796196258,4.48789690667891,2.6323799460921,0.580487621731554,2992.05663580432,0.163885231536142,0.0433145011405727,0.404326238043563,0.0,6.6949077069319065,4.728453818733077,3.9199517310608094,2.774955975871097,1.9664538881988296,116.84,752.0,24371.075106065517,166.04008345768068,0.0,0.0,7206.5293190210905,0.0,165.84133032564586,1153.6388822255815,1541.8968261155987,0.0,164.9294298527632,0.0,3799.4920106254967,165.65771036636542,328.35826232327264,0.0,247.86564262782485,165.2846198379796,0.0,5616.833254578892,722.9021217412178,4062.082180516348,552.7529597682795,1548.0654826754358,3464.5670222562508,
2020-03-12,31,,31.0,31.0,,,,98.47518428920924,4.06553669185104,4.67142206780061,2.60396756051901,0.7376302048836809,3569.5784574179297,0.15676977114592802,0.0418441210095532,0.404621916149752,0.0,7.1275533745993584,4.717613729792958,3.825491332073167,3.3020620425261913,2.4099396448064008,115.96,1911.0,43663.80596432478,157.59651321171964,0.0,0.0,12193.534122054794,0.0,0.0,1207.1822897558045,3998.0712525004187,0.0,263.15358542759867,0.0,9152.212605364552,316.45185567367776,158.6457220426788,0.0,236.54170135832214,0.0,0.0,7362.260760380011,641.5175603748778,5242.319945236827,739.0916919118173,2536.098521302329,3520.8348967428,
2020-03-13,42,1.0,42.0,42.0,,,,148.28765498775596,4.07249669547327,4.73932599965857,2.58021334035955,0.8089758453574429,3938.66325598579,0.17481811910629902,0.0393689879955516,0.38017460044322604,0.0,7.593235196053278,4.701442449570814,3.731581165444666,3.861654030608612,2.891792746482464,127.46,1536.0,51054.284855525264,169.18485108302568,0.0,168.9712983580484,12546.848349326236,168.69014808665884,169.5364197226981,899.7038095327762,5464.9980241180465,0.0,423.86259535976313,0.0,16055.076077940736,253.5413391262301,169.1329373102491,0.0,168.34771850087043,0.0,0.0,6534.89978915617,795.8240765964052,6230.534385960495,1074.3701845168014,3458.388985272015,3715.096020357315,
2020-03-14,73,1.0,66.0,66.0,,,,225.7157182775801,3.9300643190230695,5.103189490766059,2.5544874542239704,1.12752568848445,5381.626988686789,0.255396779288261,0.0515406004125869,0.351598819210165,0.0,8.08446,4.678873739810237,3.6382258905560936,4.446234109443907,3.4055862601897626,117.83,1158.0,46018.56484091538,465.1392063294815,200.7693898873214,201.02161278750424,12205.472383152184,0.0,199.93319920210706,1192.7419499298535,3983.965500908409,0.0,396.9576905056931,0.0,11553.291782197293,265.57667975092784,201.3588974622727,0.0,198.3759924998257,0.0,0.0,8233.625457070772,807.9388598138625,5826.178531446283,733.7770573247492,2936.281225911943,3117.081281683316,
2020-03-15,99,1.0,99.0,99.0,,,,267.2075012967405,3.6578463220262303,4.98182598652862,2.53726991918606,1.0118698182905,4611.06499222479,0.35137116577417105,0.0586145022047103,0.325128990522373,0.0,8.272327690801859,4.639808180011444,3.5470326632690594,4.7252950275328,3.6325195107904147,82.08,1019.0,57524.31964023695,289.5614264454851,0.0,0.0,12906.500194937273,0.0,0.0,1026.333871473806,4306.153377612969,0.0,288.9076210177572,0.0,11822.271778260683,289.6432084939711,193.02991312835545,0.0,192.06315208364484,192.62591574174985,0.0,7845.060075503206,587.2983006609808,5121.189332907265,968.9961486116413,2901.753447076092,3337.1370009834386,
2020-03-16,121,1.0,121.0,121.0,,,,342.6103615105484,3.8673395849577497,4.86639039679868,2.5174405714616,0.915788596370885,4039.80241356641,0.283059016057382,0.0495739668681291,0.34605897151693604,0.0,8.452420851737275,4.559587254275132,3.456717283188244,4.995703568549031,3.8928335974621424,88.05,1429.0,68817.69225921156,482.30121086902864,0.0,0.0,17914.12042520666,159.98996649041106,0.0,1229.1172246117562,5619.7024048007315,0.0,802.3472915098483,159.4279027375354,26756.698775643068,160.57340577548774,160.4571879391733,0.0,159.72420252401398,0.0,0.0,9425.011911851534,487.3342094698028,5707.82487581945,1289.420311239041,2956.577147490509,2779.1426463346984,
2020-03-17,146,1.0,146.0,146.0,,,,371.7741181449462,3.7931153432548,4.652042120896009,1.8832355494456001,1.22703668105031,4963.6088648473105,0.308919919410383,0.0554440398718672,0.333173661136951,0.0,8.617086376851457,4.444707584361561,3.3672938811407014,5.249792495710755,4.172378792489896,82.08,1600.0,72247.5861041275,407.1920820450238,0.0,0.0,18455.95005417014,0.0,161.60607267607094,1132.0373749341275,5401.544281389934,0.0,324.1437903896076,161.53890489646153,16741.954485340433,324.07693298044035,162.42521838121172,0.0,160.1108307766331,321.24183324286406,0.0,8100.696622628977,545.6806768636009,6298.946787094636,1462.4036063885785,2714.515997817642,2589.100803555437,
2020-03-18,197,1.0,197.0,1508.0,,,,518.7973732026886,3.7348200480276503,4.76568609078501,1.8571340086378798,1.33841929727368,5540.27538633024,0.32780826755779496,0.0555063612448885,0.323712087611036,0.0,8.758671160189612,4.301665792030982,3.2787765879534914,5.479894572236121,4.45700536815863,80.13,1373.0,74429.31571005308,328.81885813950043,163.7964692235966,167.6146618776751,18344.697982609086,0.0,164.40942892913316,938.760289736894,5752.136714163505,0.0,165.97038188197385,0.0,14986.72184578815,497.7265739471228,166.14201589199737,0.0,166.06526796170718,0.0,0.0,9619.917969754528,891.7031292887758,6668.586701019582,887.9724170125368,2715.494894596334,2541.01734280638,
2020-03-19,287,10.0,287.0,1831.0,,,,599.6488113755325,3.71836253638627,4.85726052850666,1.61468055772253,1.6259853227369698,6825.87476557812,0.33182482957403997,0.0569166206822553,0.31929391393427503,8.881784197001252e-16,8.869522095796954,4.136958499043648,3.1911795344536715,5.678342561343283,4.732563596753306,81.91,1446.0,86980.68923239765,250.53714932894715,0.0,249.90791659520428,16068.35133205356,164.54242247196947,165.104563472381,1102.9468983351787,7350.508028435473,0.0,387.13851249036486,0.0,17738.271372749517,276.23758071030056,0.0,0.0,165.65597510007314,333.0722344363561,0.0,9182.127235266855,613.4927857528097,5506.779701184657,1052.7702193398159,3051.7297056893153,3034.886549737095,
2020-03-20,485,13.0,420.0,2386.0,,,,667.666877861247,3.55461576577595,4.87507419541285,1.42882228341109,1.82697325660585,7830.135341716941,0.37451704654853096,0.0536217398054343,0.298670227249295,0.04655485346540189,8.941986077718678,3.957082327159815,3.1045168514682997,5.837469226250378,4.984903750558862,86.96,1365.0,86104.29547293545,162.79387918054516,162.3872330667345,161.1643958834233,17581.986637442376,242.99211477656442,163.0661094968802,1778.2388383054897,7774.0794384481005,0.0,378.56159404507827,0.0,17759.036696785934,242.0109686522236,325.45192656419505,0.0,642.5051370917357,0.0,0.0,8690.863546801287,758.7757638444725,6292.52845558945,1406.612870504971,2928.58890556267,2965.004759317796,
2020-03-21,555,14.0,507.0,3064.0,,,,715.098375201662,2.3218313978060094,4.4365818767471,1.2803211614359098,1.6094421542484298,7215.756457433829,0.485552500342106,0.0593162504435996,0.260481321072511,-0.3631962786411371,8.96841,3.768533898139733,3.0188026698244332,5.949607330175567,5.1998761018602675,77.85,1189.0,90473.73197268092,256.31586610035816,0.0,381.9147697539045,15325.496160041048,190.63965209568292,574.7881148971313,1467.3129717807544,7093.451695900681,0.0,575.1179772636108,0.0,16167.214952933991,319.71544623660463,191.19638034807,0.0,191.57984254299305,0.0,0.0,7990.988322374106,845.2362786399015,5984.215767202622,833.664643597839,4043.0090225321946,2745.084494386991,
2020-03-22,621,23.0,600.0,4020.0,,,,607.1201205138941,2.4626642007500403,4.04630398813974,1.12674402824214,1.39244781835758,6036.72464604924,0.47042711339412896,0.0690566662349456,0.27892093455550804,-0.7247329806892866,8.927607813411079,3.682184996219792,2.9352739895972686,5.99233382381381,5.245422817191287,52.13,1203.0,99681.78230912171,281.8606259178355,382.89664618657014,315.3824994206676,18374.669932442142,0.0,189.20846655658053,1697.685186052065,8127.79173760033,0.0,379.0081443690338,0.0,16191.773915487896,572.4296879625903,192.0104617576429,0.0,377.2962676060384,189.33059769779263,0.0,9447.90937489963,757.8354955470744,6215.265786189517,1391.1449367281027,3286.179850636764,3586.0788940125703,
2020-03-23,772,25.0,772.0,5069.0,,,,551.592419288011,3.25768802942669,4.03152446735267,0.998063887844913,1.48872906782094,6444.25052853893,0.404234705092265,0.0530824861499684,0.29395679195581204,-0.7107713149171451,8.809753731778427,3.6003067862074345,2.852852645502133,5.956901086276294,5.209446945570992,61.12,1277.0,108623.7840698608,298.8858864528406,520.2057960154696,894.4356120323447,22499.787159736712,696.2773672845236,844.4593390415129,1140.9976600894265,7010.976566234182,0.0,596.394136135612,0.0,13919.121780258318,447.9824871125232,449.33219237343314,0.0,149.010851995382,149.46392439985388,0.0,8650.329398562822,647.8846290131006,5697.5489339002515,1646.1823361874149,2792.0185968125547,3425.7317451833555,
2020-03-24,1026,32.0,1026.0,5484.0,,,,362.5837574959536,3.2516173039537204,3.46372812748971,0.8859964874920049,1.10738220999364,4576.67215970615,0.40390910619497405,0.0595539097403009,0.294923594888119,-1.2498264682208937,8.621676472303207,3.5241484719378118,2.771564331415375,5.850112140887832,5.097528000365395,61.17,1239.0,100463.91340472989,562.9878225708255,398.165896302525,961.2706270146194,17765.47353184028,533.9531654527049,853.6060212819543,1972.6822184376213,7637.0800502865295,0.0,374.08746359647034,0.0,13936.373596592097,160.36731828616684,0.0,0.0,159.9041118700514,158.72342751844332,0.0,8706.176715291662,913.888829809404,4045.411547765549,1233.90368678888,2677.144021764017,2987.045895476649,
2020-03-25,1247,40.0,1247.0,6179.0,,394.0,394.0,350.1842492074926,3.4658818913245497,2.78302763431464,0.783355835288019,0.615619988234515,2167.87187698513,0.377756090511378,0.0647633118070903,0.303278279767472,-1.9017857748367528,8.37020475218659,3.454959257246076,2.691434741213337,5.678770010973253,4.915245494940514,67.37,1064.0,98824.48258414892,384.6443091685129,165.07339998965347,219.5588334085764,18146.405746427474,383.4714493561878,245.88739273059102,2135.693091257838,7077.800796912043,0.0,329.49591091362305,162.662567624767,10642.115823532124,493.8893309275881,165.69113827346013,0.0,166.45245934319013,163.4796252524979,0.0,8556.798326057225,384.754982847655,4646.292134236829,935.5169298470572,2150.325858885314,2520.1732006652524,
2020-03-26,1525,48.0,1525.0,8926.0,,473.0,473.0,330.2519250407173,3.44957405075701,2.3433267054655897,0.692836706270668,0.33893647798662396,1118.45072772763,0.37775953357741204,0.0636754103825281,0.301491578041383,-2.3127455171265923,8.062167288629741,3.3939883459673776,2.6124895687723657,5.449677719857375,4.668178942662363,67.57,1045.0,102138.75952615088,331.578857901338,167.65303284844518,416.8737416176024,21970.22085452061,333.7496651770163,388.85497169032266,1663.227420852328,6775.656555048295,0.0,333.293957456919,0.0,9772.4265824857,277.5020363581135,250.84350996930928,0.0,166.27746793664073,0.0,0.0,8164.112987703997,1000.8330224358032,4925.041634416688,1115.5807580415656,2509.003647278825,3328.7070658461585,
2020-03-27,2000,64.0,2001.0,9865.0,,566.0,566.0,427.41187754224524,3.63923196725254,2.26149409859091,0.612062486693146,0.32950163174374497,1017.6662342286801,0.34755262295962797,0.0622323278359619,0.315260475427729,-2.365836937442061,7.704392798833821,3.3424849419368687,2.5347545079688065,5.169638290865015,4.361907856896952,74.95,1089.0,100059.46158956787,158.65453649131658,210.54969360492146,317.9021078608247,21372.315162149924,211.53876813275528,474.2712828960466,1422.9586579034726,6390.906212729941,0.0,555.3912144767305,0.0,9980.913361952218,316.36949346405584,158.01570887065,0.0,158.42033244474786,0.0,158.14722421405938,7608.252963807191,586.3181577474105,4576.995951295125,1272.5418355386196,3133.364157258974,3165.84233081915,
2020-03-28,2366,69.0,2366.0,11051.0,,617.0,617.0,482.7436440950345,3.39814796530381,1.7108733370870302,0.539749282087344,0.0776292027298777,93.7135836125687,0.39295170045294103,0.0708275901218209,0.31299178369834,-2.88771651238673,7.3037100000000015,3.3016982489897013,2.458255252679007,4.845454747320995,4.002011751010301,66.45,943.0,97207.1346053258,375.7141233486937,187.63577328344329,281.70163294043283,18913.740177386047,376.8303577148043,563.3972688036089,1564.191096831141,5829.4856816223255,0.0,375.99698433579215,0.0,11405.94492042556,188.51388252557985,188.3377385455241,0.0,374.7334725442655,0.0,0.0,6326.388499585544,510.4003749111003,4247.203606341544,818.6591733024156,2895.481716990231,2756.1000323533412,
2020-03-29,2651,80.0,2651.0,12564.0,,666.0,666.0,451.3313148602812,2.39113526280358,1.70582535674885,0.47671302580128005,0.0868061351227236,103.152283557978,0.47392444484963103,0.0744726091957671,0.277032115868991,-2.8640233061656994,7.039437432377173,3.271594329836357,2.3838572843925183,4.655580147984654,3.767843102540816,50.51,977.0,98023.9051726776,187.49498373139167,372.6824744555413,374.20518402717016,16775.357820365716,186.6020385469553,186.1120884070994,1676.2658646927825,6344.391084886382,0.0,310.92242067379885,0.0,9452.681694843763,373.7313823823002,185.45486380512654,0.0,0.0,0.0,0.0,6968.608819858858,504.2559502029776,4028.3572712095,498.2017701217096,3063.4807496940807,2609.686033356618,5920.418680651602
2020-03-30,2808,87.0,2809.0,12724.0,,707.0,707.0,393.5235134391458,3.2782589149990398,1.61105600910765,0.42207974272955107,0.0668822116215542,97.1811420110563,0.400506494540577,0.0623993030282334,0.294791902650573,-2.9300514672476883,6.767087034764212,3.2430777862927265,2.310687774655056,4.456399260109157,3.5240092484714856,63.57,1028.0,107100.10824838992,377.5648948290014,160.92767802867192,0.0,20325.937319685025,161.48472976910887,242.4176462789666,1719.7488094090977,5974.726650839897,0.0,567.2484469302904,0.0,10063.76593912671,215.4914701537513,161.59715312942097,0.0,482.41344521825346,268.8720702241306,0.0,7913.097649973137,654.7058692346315,4129.463066283301,594.2318901886819,2492.673565155804,2580.638937697669,6915.305645669784
2020-03-31,3929,111.0,3929.0,16181.0,,833.0,833.0,330.2069714768961,2.9051592725798194,1.3967111943385602,0.37392592010353604,0.0181826667602647,20.3449877413803,0.43363775624176704,0.0577874076217558,0.28463394028211,-3.1156550954575666,6.486942018679768,3.2172581124348985,2.2387838073359805,4.248158211343787,3.2696839062448695,58.74,1033.0,102045.04204829175,316.3577243589154,0.0,0.0,20249.43857393973,158.14383630939489,0.0,1738.1234962143699,5489.2588919636655,0.0,580.4220745398038,0.0,9288.589522547243,264.2620974255817,0.0,0.0,237.69323366663033,0.0,0.0,7652.665321345853,371.8341611287741,4942.472791143572,952.1997578362103,2757.2991859749354,2635.767933060511,7933.597351364666
2020-04-01,4638,139.0,4638.0,20326.0,,952.0,952.0,328.67595384143374,3.3687940919239505,1.45036885722536,0.33191752390618107,0.0181072880130611,17.858373883985397,0.38787223418201094,0.0621311177939887,0.30471018906430897,-3.0332562460115557,6.199285595642477,3.1952448023389564,2.16818246630465,4.031103129337827,3.004040793303521,64.0,899.0,122456.68385381605,158.56676562223242,158.36156885399143,318.29578421328506,22234.81778574871,0.0,159.94387682597642,1269.1012013233835,7153.4939184190125,0.0,477.0779509578279,0.0,10754.78783150594,264.8690083596036,317.5315655239965,0.0,157.7765656563772,157.97337619221403,0.0,6727.848789880399,426.10487628034537,3906.774405912988,1276.9376784649385,2550.858617299902,2963.8600326653363,9096.566274624249
2020-04-02,5348,163.0,5348.0,22957.0,,1056.0,1056.0,315.80148896751064,3.4605038041917204,1.16618033209829,0.29447346250855605,0.00614557761900469,7.24498061969226,0.37306872194584495,0.0620023311110132,0.309204392500089,-3.288703584579415,5.904400977170992,3.178147350080988,2.0989208354304227,3.8054801417405693,2.726253627090004,65.38,1008.0,113153.59607440571,270.0200363603215,162.08572912761758,241.6311674784409,23472.47461378869,160.77059027989608,243.10689536168445,1936.4209299430358,8082.366179374718,0.0,323.632377432331,161.41065330574182,11423.17407924595,324.61695977176066,162.5616521015622,0.0,161.37915086061975,161.9373314154871,0.0,7870.7081100351725,820.0259291899008,3651.7670521897694,756.5806573012386,2649.205358636857,2475.9609048239035,10416.69999734586
2020-04-03,5831,184.0,5831.0,25265.0,,1158.0,1158.0,382.4413519128768,3.48499557845176,1.1658316881114,0.260530411521314,0.0,0.0,0.37219844471795593,0.066521943352902,0.312561937916503,-3.2603110420070944,5.602571374783951,3.167075249737077,2.0310359985826585,3.5715353762012922,2.435496125046874,65.32,982.0,108497.94340939619,223.4679671116733,166.46353632625073,166.87831248968772,20812.824271175978,251.83495380125171,167.5845219765544,1895.6912479737546,6424.231143017055,0.0,391.06944269396604,0.0,11504.282568582676,279.11610029357774,168.00579810107274,0.0,417.376636654929,166.8090398184366,0.0,6709.730205859422,337.7789573512036,4397.147597517511,729.7529747607699,1849.2662826502951,2174.019210316128,10916.632526657546
