,jhk_positiveTests_cumulative,covidtracking_deaths_cumulative,covidtracking_positiveTests_cumulative,covidtracking_totalTests_cumulative,covidtracking_hospitalizedCurrently,covidtracking_hospitalizedCumulative,covidtracking_hospitalized,search_intensity,Cuebiq_Mobility,Kinsa_ObservedFever,Kinsa_ForecastFever,Kinsa_AtypicalFeverDelta,Kinsa_AnomalousFeverAbsolute,Cuebiq_StayHome,Cuebiq_Stay1Mi,Cuebiq_Stay10Mi,kinsa_DetrendedFever,cdc_ili,vir_ili,idea_ili,cdc_ili-idea,cdc_ili-vir,Apple_mobility,Twitter_RelatedTweets,google_covid,google_how long does covid last,google_anosmia,google_loss smell,google_covid-19,google_loss taste,google_loss of smell,google_chest pain,google_covid symptoms,google_sars-cov 2,google_chest tightness,google_covid nhs,google_quarantine,google_covid-19 who,google_sars-cov-2 ,google_feeling exhausted,google_nose bleed,google_feeling tired,google_joints aching,google_fever,google_runny nose,google_cough,google_dry cough,google_sore throat,google_pneumonia,gleammodel_infectious_mean_merged
2020-05-15,17494,641.0,17129.0,231547.0,492.0,,,167.71006890878363,3.92533499075246,0.269427481913813,0.00215856310110794,0.0,0.0,0.264773028903177,0.0529624079943261,0.336170221206102,-3.1699702920726542,0.9800735364431488,1.7595421346022893,0.08209578255198649,0.8979777538911623,-0.7794685981591405,132.64,399.0,56462.66575856742,241.6255698915071,181.90461632836582,180.78521727518842,8770.135828918561,181.456882403605,0.0,785.7906592586031,2780.6987505709953,0.0,0.0,0.0,4338.553223691871,270.65968285149825,181.98044153692726,0.0,181.2701788263792,181.73511390719804,0.0,3440.9922025754504,363.82406522936617,1451.4965378115849,271.60251212338846,1026.8854307115664,483.5052138538217,4487.124524208686
2020-05-16,18130,652.0,17982.0,238586.0,481.0,,,185.56877047269126,3.8306251886655294,0.29198925252863395,0.0145657797942745,0.0,0.0,0.295505510495157,0.0612035002404524,0.33521898009365997,-3.116699612761526,0.988118,1.7613843645848632,0.075813493175914,0.912304506824086,-0.7732663645848632,128.65,296.0,55191.17206210762,347.393848999744,0.0,209.707219692872,7306.732835746664,418.8906082589736,0.0,834.4564574194873,2576.414635551921,0.0,416.76438119504127,0.0,4852.124441618432,207.18534686847755,207.57306183885345,0.0,207.79064631452843,0.0,0.0,2632.513203441005,631.2266245789967,1599.8594405530305,0.0,764.7085144688373,1182.1693306902941,4457.859478966081
2020-05-17,18673,659.0,18512.0,248944.0,493.0,,,191.9220255685516,3.6375381557820803,0.28152123103926396,0.0278638439722249,0.0,0.0,0.35646238031251,0.0628580175390829,0.314518370785582,-3.096458725554588,0.9916189487377488,1.7612077123947532,0.06968108582160286,0.921937862916146,-0.7695887636570043,100.71,289.0,55890.098629713495,204.93135112015025,0.0,0.0,7473.260929958568,0.0,0.0,753.9298856227381,2948.9657672462904,0.0,204.76167677759673,0.0,3346.051922096807,0.0,0.0,0.0,411.8600959136073,0.0,0.0,2802.9201393944786,205.39493928462883,1439.7044673380015,205.6193416000779,890.3741714600758,685.6355438252847,4418.985790416755
2020-05-18,19207,661.0,19023.0,255755.0,511.0,,,179.79560934389042,3.80283671132863,0.344230180718555,0.0655075815505965,0.0,0.0,0.312696375439148,0.0528677650565102,0.334911857463802,-3.0030408671789894,0.9949525024985738,1.7606777558244235,0.0638417559866632,0.9311107465119106,-0.7657252533258497,109.34,357.0,61115.626532797774,284.62455538673663,171.73854187687047,0.0,8437.271348213133,169.60685214542804,169.8857991780059,627.3150884005884,2907.409669382939,0.0,170.84467423088887,0.0,3745.863753675467,340.9051149681755,169.11936435490037,0.0,170.43021629136499,170.80870579270245,0.0,2843.0315195737426,173.8352946455688,1310.5682926509833,284.57878486876314,682.995613019719,569.4884622980609,4351.166544617939
2020-05-19,19239,691.0,19700.0,265008.0,585.0,,,173.48198011298592,3.77561702566015,0.444108823398426,0.128162732580242,0.0,0.0,0.33184735535177695,0.0474309469700244,0.329180206315692,-2.8724533158028107,0.9980878228067942,1.7597944948738744,0.05834940543145329,0.9397384173753409,-0.7617066720670802,105.96,327.0,57496.60258267581,276.9961172971273,249.86396553546356,166.21208963512345,7102.863222872148,0.0,0.0,555.128911718264,3217.8895295237244,0.0,166.24843077749884,0.0,4586.661666915172,166.49089114386916,165.06498028595638,0.0,0.0,166.65947620101116,0.0,3652.1007264133523,335.44447470272235,1053.2813067017669,249.31947877366844,720.0294876966537,332.9987030281088,4327.907491202777
2020-05-20,20262,702.0,20122.0,277603.0,554.0,,,170.53079993135026,3.7612890138754507,0.419322539897535,0.19047973196280601,0.0,0.0,0.33761055808458,0.0458849213639201,0.326530919474587,-2.866530690607394,1.0009940711867282,1.7585579295431053,0.053257935916331364,0.9477361352703969,-0.7575638583563771,105.64,338.0,62924.579266202585,249.74473116721884,0.0,0.0,7698.7299204781675,250.017027917399,0.0,669.8551765629043,3234.5908111248427,0.0,0.0,0.0,3945.3992489662573,335.96145290365075,167.26148695385106,166.91432740684738,0.0,165.85805233746657,0.0,2892.2125713271307,169.13346861203482,1281.9787077967853,168.10059145439732,1114.2541247699758,724.5965031905707,4304.356847177492
2020-05-21,20512,716.0,20860.0,290645.0,578.0,,,174.14096407823124,3.78758395134413,0.374236518005177,0.226519219661021,0.0,0.0,0.328524560340236,0.0472782629658018,0.32478200215992303,-2.880907803803444,1.003640409162695,1.756968059832117,0.048621249201655684,0.9550191599610393,-0.753327650669422,112.56,317.0,60842.36531419171,345.64667442615485,170.64881212331989,0.0,8559.6239343458,170.96027647532878,170.2232540410053,746.5994535399252,2526.096542385593,0.0,522.9720978250141,0.0,3204.0396509852235,458.24576964430116,347.34281013438203,0.0,173.7436777321772,0.0,0.0,3153.3981815245347,230.65961298333863,1550.9207685458045,229.26680535275509,1089.7066006002692,574.5070635866332,4261.041589293551
2020-05-22,22110,728.0,21618.0,303224.0,568.0,,,227.8407146961045,3.94104465207664,0.312651363497792,0.23732751555306603,0.0,0.0,0.26223278153251606,0.0495150253363836,0.333812196971102,-2.9117840496145213,1.0059959982590123,1.7550248857409083,0.04449324704778447,0.9615027512112279,-0.749028887481896,142.16,314.0,53398.75566837512,177.3559914978258,179.72558354367214,177.4299203453833,7286.071629873917,178.58248995512923,176.91370705703685,418.06295762128457,2985.376454794666,0.0,269.5334904430013,0.0,3331.456326461099,0.0,178.73133961523513,0.0,266.35726252921893,0.0,0.0,2085.425733733236,268.62428627454847,1313.5714873772095,358.27511180065414,536.8629380942693,477.9993009040617,4246.6504721605415
2020-05-23,22864,737.0,22725.0,329582.0,589.0,,,241.04464683249589,3.86351343192215,0.46323736775886604,0.24990294788189601,0.0,0.0,0.27740113419116696,0.0626943244438977,0.342860820730105,-2.7304891366571398,1.00803,1.7527284072694802,0.040927831215076,0.9671021687849239,-0.7446984072694802,137.71,284.0,50270.76369962044,206.06004486465525,206.78581113587964,205.6467340369,6955.904581121471,409.71620084159173,0.0,826.3868850219783,2205.6268026429,0.0,0.0,0.0,3225.943750261412,206.4984019440344,206.1295962734061,0.0,205.28560065414857,0.0,0.0,2405.1591171302553,207.51302200275398,1858.523941473798,207.03100534068227,962.9133575627859,1307.7863012652874,4196.758948707309
2020-05-24,23365,744.0,23222.0,336656.0,587.0,,,263.0398746254197,3.68818583312384,0.5915214711359561,0.24867119012648395,0.0,0.0,0.33690800519510405,0.0667448223161335,0.32636084533574605,-2.5714961245837418,1.0034946822157436,1.7527284072694802,0.03740226632337122,0.9660924158923724,-0.7492337250537366,108.63,301.0,50374.96399161824,0.0,0.0,205.43122645815032,7026.897533695659,205.5168229453913,0.0,1034.4824910646487,2413.569083057508,0.0,0.0,0.0,2609.0469870618576,208.0316883640754,205.17486479412653,204.74901414305512,0.0,0.0,0.0,3434.8501393440624,207.60687740881744,1376.5992298109754,206.3628206413062,963.8081005100287,1033.4142501791287,4147.674385902314
